sample index	project	sample	experiment	run	junctions	annotated_junctions	junctions_geq_5	annotated_junctions_geq_5	overlaps	annotated_overlaps
17592	SRP026126	SRS445976	SRX307117	SRR903332	167985	142555	72989	72344	1376121	1339495
17593	SRP000941	SRS306623	SRX263870	SRR1220502	66028	60038	12793	12673	298732	287208
17594	SRP015819	SRS365008	SRX188845	SRR574820	348049	194249	171549	151300	38573935	37875031
17595	SRP014624	SRS352349	SRX171600	SRR529098	1981	688	24	3	2828	811
17596	SRP000941	SRS366514	SRX263858	SRR1054856	123386	108742	50025	49406	1504046	1462103
17597	SRP042161	SRS617811	SRX549912	SRR1295298	455	7	18	0	742	9
17598	ERP001942	ERS185291	ERX162918	ERR188150	203856	146365	106634	103339	7880493	7706040
17599	SRP025982	SRS442653	SRX303323	SRR897856	187061	155717	96645	95465	2833487	2778017
17600	SRP035988	SRS544605	SRX451393	SRR1146168	182963	150637	97485	95722	5562417	5470568
17601	SRP034586	SRS516531	SRX395497	SRR1054226	5	1	0	0	6	1
17602	SRP015764	SRS363225	SRX187135	SRR570443	8639	8254	241	224	12949	12369
17603	DRP000987	DRS005833	DRX005705	DRR006493	66804	54355	16511	15885	578824	548682
17604	SRP041471	SRS598098	SRX528193	SRR1264143	25773	24784	890	881	41465	40306
17605	DRP001797	DRS016623	DRX021456	DRR023693	109093	99886	54951	54555	1560619	1542773
17606	SRP006574	SRS190536	SRX059471	SRR191476	0	0	0	0	0	0
17607	SRP025982	SRS588868	SRX510351	SRR1216121	532	515	0	0	603	586
17608	SRP035646	SRS543180	SRX451741	SRR1143916	304309	186512	151532	141289	14078316	13760290
17609	SRP010181	SRS285244	SRX114879	SRR397404	27969	26765	1746	1701	62173	58159
17610	SRP001371	SRS255667	SRX214018	SRR643746	149025	131295	65364	64821	1465703	1436083
17611	SRP022054	SRS418142	SRX273724	SRR837843	43	1	1	0	61	1
17612	SRP012461	SRS310713	SRX144082	SRR490281	186	171	9	9	379	356
17613	SRP025982	SRS442945	SRX303615	SRR898148	207485	165507	107989	106336	3747640	3671601
17614	SRP042161	SRS617810	SRX549911	SRR1295297	495	3	21	0	769	4
17615	SRP025982	SRS443107	SRX303777	SRR898310	195817	160144	103395	101971	3326146	3261014
17616	SRP040472	SRS580291	SRX498550	SRR1201710	185031	137861	108193	104498	5780148	5658491
17617	SRP004637	SRS139398	SRX031911	SRR073727	113107	98507	46460	46066	1203920	1180175
17618	SRP028346	SRS465599	SRX329592	SRR946050	127474	112947	58331	57938	1357425	1333676
17619	SRP042161	SRS617236	SRX549551	SRR1294937	204	6	12	1	457	20
17620	SRP025982	SRS442697	SRX303367	SRR897900	192727	158679	100425	99084	3111762	3050947
17621	SRP028528	SRS467261	SRX331722	SRR948109	125409	114453	84056	83034	7776470	7730984
17622	ERP003460	ERS312181	ERX277831	ERR304490	207294	152704	111533	108851	6072041	5948450
17623	ERP006077	ERS480301	ERX497768	ERR532565	333768	192794	153122	144203	19830878	19471521
17624	ERP003917	ERS349378	ERX315717	ERR342810	82308	77451	25083	24988	433824	426226
17625	SRP031476	SRS491590	SRX365211	SRR1012935	50656	48678	5558	5539	130530	128126
17626	SRP042161	SRS617351	SRX549504	SRR1294890	105	4	5	0	220	5
17627	SRP026126	SRS445928	SRX307069	SRR902981	138947	123134	49164	48980	827478	807618
17628	SRP001599	SRS212583	SRX079568	SRR390730	75358	70363	17110	16997	419218	409210
17629	ERP001942	ERS185071	ERX162833	ERR188201	199975	142326	103688	100358	7102403	6892920
17630	SRP033135	SRS504110	SRX379652	SRR1032962	17186	15162	12220	11593	648585	628177
17631	SRP003754	SRS301475	SRX130235	SRR446334	83	0	8	0	826	0
17632	SRP040472	SRS580338	SRX498662	SRR1201826	30789	28252	2134	2098	65201	61620
17633	SRP002487	SRS073137	SRX020777	SRR048951	461	335	1	1	579	431
17634	SRP033135	SRS504295	SRX379837	SRR1033147	16170	14474	11820	11288	769986	748872
17635	SRP032928	SRS501462	SRX375783	SRR1028349	342517	196376	168199	153180	31407002	30888317
17636	SRP026126	SRS445918	SRX307059	SRR902931	225751	166454	112759	110953	4248305	4148379
17637	SRP007525	SRS362050	SRX185895	SRR566990	69700	66284	16364	16312	293835	288868
17638	SRP028804	SRS618158	SRX550416	SRR1295945	216277	173267	120933	119321	4731625	4654247
17639	SRP009266	SRS365563	SRX189691	SRR576703	3245	286	409	83	27831	1212
17640	SRP013483	SRS344232	SRX151638	SRR504358	67852	62941	30082	29579	665502	649010
17641	SRP032812	SRS500530	SRX375278	SRR1027734	182761	149482	89786	88672	3485700	3422445
17642	SRP010181	SRS285233	SRX114868	SRR397213	22799	21882	861	830	40791	37038
17643	SRP026208	SRS449744	SRX312150	SRR915790	35867	33995	3719	3670	112927	109411
17644	SRP025982	SRS441465	SRX302136	SRR896669	160071	139206	77558	77022	2018580	1978796
17645	SRP006575	SRS355595	SRX176119	SRR537131	80072	73753	20828	20679	443548	434445
17646	SRP025982	SRS443249	SRX303919	SRR898452	194130	162933	102818	101801	2909647	2853255
17647	SRP028301	SRS464881	SRX328741	SRR944322	59417	56712	13100	13062	243968	240457
17648	ERP002045	ERS197535	ERX182675	ERR266343	539611	211104	201092	167584	44314552	43246672
17649	SRP040472	SRS580290	SRX498533	SRR1201700	37973	36513	3979	3972	97582	95544
17650	SRP041471	SRS598099	SRX528194	SRR1264163	22734	21765	639	629	35080	33875
17651	SRP019272	SRS401313	SRX249224	SRR772582	4	2	1	0	10	2
17652	SRP009067	SRS267684	SRX101875	SRR357243	10201	8008	5984	5332	281396	270182
17653	SRP042620	SRS624345	SRX559800	SRR1313149	175612	125639	61613	59270	2029624	1938401
17654	SRP014809	SRS355517	SRX176041	SRR537050	18156	17160	1374	1365	39220	37655
17655	SRP025982	SRS441643	SRX302313	SRR896846	183661	156666	92373	91651	2515054	2465563
17656	SRP025982	SRS441878	SRX302548	SRR897081	132273	118176	53060	52782	1184412	1160655
17657	SRP033566	SRS512203	SRX388316	SRR1044525	0	0	0	0	0	0
17658	ERP004617	ERS393452	ERX379238	ERR412876	221295	145996	113425	108988	7542607	7386841
17659	SRP002915	SRS085374	SRX023887	SRR060895	0	0	0	0	0	0
17660	SRP013022	SRS332915	SRX147671	SRR496395	197484	144858	106341	103205	5538863	5426314
17661	SRP002605	SRS079392	SRX021973	SRR057527	36794	34770	3320	3291	84447	81750
17662	SRP002640	SRS084214	SRX022199	SRR058066	134	0	0	0	160	0
17663	SRP014320	SRS350171	SRX159821	SRR521454	132182	108541	51764	51125	1450901	1394558
17664	ERP003613	ERS326970	ERX288616	ERR315405	195862	155926	107562	105374	4022850	3904200
17665	SRP040070	SRS572826	SRX489352	SRR1192398	239201	164359	130135	124618	20231089	20009560
17666	SRP044668	SRS663201	SRX658042	SRR1521415	190428	155891	107242	105335	4342156	4258100
17667	SRP035988	SRS544686	SRX451474	SRR1146251	172898	143958	88258	86576	5476030	5385968
17668	SRP041736	SRS603478	SRX534761	SRR1275013	18703	17742	4068	4043	74569	72883
17669	SRP030401	SRS487177	SRX359598	SRR1002094	180209	150183	97056	95835	3616783	3557638
17670	SRP006574	SRS190549	SRX059484	SRR191489	0	0	0	0	0	0
17671	SRP014830	SRS356012	SRX176407	SRR542369	3975	3517	2744	2579	39004	36363
17672	SRP034732	SRS519936	SRX399502	SRR1060799	97782	84484	30662	30265	1014580	991929
17673	SRP007412	SRS214074	SRX081982	SRR306838	168936	141186	75977	75033	2537554	2491845
17674	SRP033135	SRS504288	SRX379830	SRR1033140	23589	21794	16887	16289	766502	750402
17675	ERP001942	ERS185321	ERX162726	ERR188181	195481	141445	100195	96890	9728702	9505796
17676	SRP042286	SRS620748	SRX553456	SRR1299439	148174	114323	62928	61689	1370115	1312173
17677	SRP041130	SRS591460	SRX515680	SRR1233905	181094	142257	91156	90020	2956022	2895345
17678	SRP004637	SRS139436	SRX031949	SRR073765	30846	29359	2250	2234	63780	61877
17679	SRP032775	SRS499998	SRX374630	SRR1026940	197695	125826	84884	81196	3794072	3645836
17680	SRP026454	SRS454222	SRX316969	SRR924260	61819	45504	14063	13570	405574	379426
17681	SRP001349	SRS006823	SRX012334	SRR029284	42158	37902	8273	8195	166864	159498
17682	SRP041471	SRS598105	SRX528200	SRR1264275	19574	18848	863	849	34070	33001
17683	SRP033095	SRS503277	SRX378481	SRR1297310	204644	149114	90602	88507	2396760	2285079
17684	SRP026620	SRS455689	SRX318834	SRR927169	123049	90816	66239	62372	4560653	4451545
17685	SRP013021	SRS332922	SRX147678	SRR496590	281970	181958	132167	126895	11918226	11656642
17686	SRP025982	SRS442322	SRX302992	SRR897525	177802	150442	86745	85953	2197087	2152476
17687	SRP007946	SRS258844	SRX093226	SRR333688	163	0	7	0	288	0
17688	SRP028528	SRS467268	SRX331729	SRR948116	127410	119703	87971	86927	10168096	10122953
17689	SRP035864	SRS543681	SRX450272	SRR1145049	65132	61216	31220	30537	775810	761706
17690	SRP011546	SRS310982	SRX144391	SRR491012	51724	42322	33798	31846	2855177	2792148
17691	ERP000546	ERS025085	ERX011200	ERR030882	186933	147792	102156	98491	4824104	4717876
17692	SRP006574	SRS190679	SRX059614	SRR191619	0	0	0	0	0	0
17693	ERP001942	ERS185051	ERX163085	ERR188371	191450	139729	102962	99931	8525857	8366611
17694	SRP007508	SRS254741	SRX087285	SRR324841	74	0	5	0	173	0
17695	SRP038863	SRS561036	SRX475264	SRR1175214	255043	169686	136462	129684	25235389	24978395
17696	SRP001540	SRS008860	SRX014567	SRR031847	42121	39634	6831	6761	152881	148517
17697	SRP041471	SRS598098	SRX528193	SRR1264136	6211	6005	35	33	7192	6969
17698	SRP030617	SRS488131	SRX360954	SRR1003765	12429	6516	3587	2805	319800	284607
17699	SRP030041	SRS484920	SRX356726	SRR998446	198890	141003	105441	102165	7053706	6870144
17700	SRP026126	SRS445944	SRX307085	SRR903085	84351	77353	19232	19127	313117	304074
17701	SRP040070	SRS570825	SRX487458	SRR1190367	181553	139934	96028	94185	4570597	4485186
17702	SRP019272	SRS401187	SRX249098	SRR772349	1	0	0	0	1	0
17703	SRP027358	SRS457453	SRX322287	SRR934261	151813	120269	67887	66140	1703402	1640743
17704	SRP025982	SRS443006	SRX303676	SRR898209	208653	170105	108794	107597	3335984	3269789
17705	SRP040472	SRS580290	SRX498540	SRR1201704	215065	146943	117423	112968	7722311	7563411
17706	SRP021193	SRS414596	SRX268742	SRR830999	152523	129849	73190	71991	3156951	3102094
17707	SRP006574	SRS190602	SRX059537	SRR191542	0	0	0	0	0	0
17708	ERP006077	ERS480299	ERX497761	ERR532558	465865	216270	202052	174162	50799429	49861455
17709	SRP042623	SRS624472	SRX559930	SRR1313299	130527	98034	47160	45172	4156797	4057918
17710	SRP041159	SRS591788	SRX516738	SRR1237988	234964	166678	130234	125926	8932499	8775931
17711	SRP040547	SRS582725	SRX501668	SRR1205803	201099	151375	106320	104057	8848379	8739535
17712	SRP012546	SRS311243	SRX144700	SRR491360	42	17	1	0	56	21
17713	SRP033135	SRS504363	SRX379906	SRR1033216	23190	21618	4754	4697	91525	88852
17714	SRP025982	SRS441872	SRX302543	SRR897076	155690	134240	71405	70915	1923015	1884462
17715	SRP002274	SRS059036	SRX018979	SRR039633	88306	81692	20982	20891	416577	408241
17716	ERP001344	ERS092691	ERX286315	ERR313167	217737	140036	92112	87169	7412996	7199872
17717	SRP012167	SRS308873	SRX140511	SRR479060	159398	136255	90839	89805	3197531	3148137
17718	SRP033135	SRS504214	SRX379756	SRR1033066	20236	18436	13356	12813	450234	438820
17719	SRP041471	SRS598100	SRX528195	SRR1264175	39444	36733	2878	2845	95333	77837
17720	SRP037718	SRS557166	SRX469934	SRR1168229	74911	71233	21741	21630	499655	493259
17721	SRP029341	SRS474682	SRX341589	SRR959696	968	413	641	358	546510	449709
17722	SRP042161	SRS617009	SRX549256	SRR1294642	373	0	48	0	1009	0
17723	SRP017575	SRS379945	SRX210677	SRR633593	4085	2347	483	431	28447	25779
17724	SRP009408	SRS280709	SRX107267	SRR372656	145	65	10	0	296	67
17725	SRP025982	SRS442476	SRX303146	SRR897679	187494	159454	93933	93177	2314282	2268483
17726	SRP002272	SRS059014	SRX018957	SRR039611	2	0	1	0	9	0
17727	SRP015789	SRS363943	SRX187585	SRR572587	4523	4362	101	99	6714	6516
17728	SRP010181	SRS285204	SRX114839	SRR397304	21266	20214	1353	1327	49161	44739
17729	SRP012461	SRS310784	SRX144153	SRR490564	720	657	78	76	3271	2973
17730	SRP042286	SRS620767	SRX553474	SRR1299479	78472	71792	31965	31606	577104	563148
17731	SRP006574	SRS190672	SRX059607	SRR191612	0	0	0	0	0	0
17732	SRP034008	SRS514876	SRX391643	SRR1049359	83492	77026	16005	15834	397389	373904
17733	SRP017263	SRS376436	SRX205662	SRR619084	1366	1	82	1	3077	6
17734	SRP000941	SRS382215	SRX218940	SRR651662	443188	214934	189060	167063	47911560	47168794
17735	SRP026620	SRS455698	SRX318831	SRR927166	97185	73738	48941	46371	2618099	2535619
17736	SRP014428	SRS350487	SRX160252	SRR522113	21730	19393	18165	17015	1154365	1116907
17737	SRP014027	SRS348487	SRX157747	SRR518625	185488	142984	101572	99529	6146996	6062572
17738	SRP010166	SRS285035	SRX114693	SRR396800	138390	123062	62985	62084	1843508	1750934
17739	SRP042161	SRS617418	SRX549645	SRR1295031	284	1	7	0	457	1
17740	SRP019807	SRS402919	SRX252508	SRR787276	139104	117043	87364	82809	3327828	3248905
17741	SRP028528	SRS467269	SRX331730	SRR948117	122420	112759	86909	85662	10459051	10399485
17742	SRP033135	SRS504394	SRX379936	SRR1033246	25272	23385	14018	13620	291251	284387
17743	DRP001797	DRS014289	DRX021443	DRR023595	110945	99790	55474	55139	1356286	1336660
17744	SRP026387	SRS453960	SRX316659	SRR923926	195004	152087	100892	97697	6745902	6627932
17745	SRP020493	SRS407194	SRX259563	SRR805887	151690	124551	78930	77703	3141199	3088137
17746	SRP025982	SRS442777	SRX303447	SRR897980	201447	165971	105472	104466	3456369	3391566
17747	SRP012461	SRS310772	SRX144141	SRR490518	4058	3728	564	553	24155	23232
17748	SRP022925	SRS426959	SRX283766	SRR863547	46810	40881	10126	9846	297938	286361
17749	SRP001540	SRS008956	SRX014663	SRR031943	57090	53662	10088	9991	229568	222716
17750	SRP041736	SRS603364	SRX534647	SRR1275299	16681	13001	11015	10423	806224	778073
17751	SRP031698	SRS492360	SRX366069	SRR1013979	52	6	4	0	125	7
17752	SRP042620	SRS624257	SRX559713	SRR1313062	148207	121691	69528	68705	2274022	2232103
17753	SRP004637	SRS139431	SRX031944	SRR073760	31643	30119	2350	2333	66205	64249
17754	SRP032775	SRS500022	SRX374654	SRR1026965	212328	136682	101176	95826	5441253	5264170
17755	SRP025982	SRS442268	SRX302938	SRR897471	138886	124917	57284	57017	1191860	1168516
17756	SRP010961	SRS293718	SRX120256	SRR408752	121012	107277	47646	47361	897566	878317
17757	SRP032775	SRS500017	SRX374649	SRR1026959	181399	115087	72309	68267	2905864	2737196
17758	SRP014428	SRS350497	SRX160262	SRR522123	34674	31239	28286	26408	1633285	1588739
17759	SRP009862	SRS282703	SRX111947	SRR390512	744	200	47	9	1478	326
17760	SRP000729	SRS009815	SRX015689	SRR033725	1	0	0	0	1	0
17761	SRP026126	SRS445938	SRX307079	SRR903039	156706	135490	62792	62318	1118232	1088304
17762	ERP001942	ERS185114	ERX163002	ERR188106	185599	139555	101858	99427	7043978	6913075
17763	SRP027589	SRS463037	SRX326600	SRR941564	133	69	4	2	192	102
17764	SRP041736	SRS603315	SRX534598	SRR1275332	30773	27390	16312	15683	320457	310278
17765	ERP004094	ERS384094	ERX421687	ERR455332	212262	151333	110656	106995	7881072	7719880
17766	SRP005279	SRS152397	SRX037919	SRR091658	0	0	0	0	0	0
17767	SRP033266	SRS506076	SRX381860	SRR1036088	240847	150890	112725	105753	7460545	7225396
17768	SRP029341	SRS474636	SRX341543	SRR959650	1082	440	707	382	653849	573071
17769	SRP030617	SRS488143	SRX360966	SRR1003777	14507	13702	1328	1318	33319	32233
17770	SRP019272	SRS401258	SRX249169	SRR772478	2	0	1	0	7	0
17771	SRP025982	SRS442658	SRX303328	SRR897861	191034	157741	100023	98686	3098679	3038276
17772	SRP011546	SRS310965	SRX144374	SRR490995	46779	28110	20527	16433	805331	689755
17773	SRP033135	SRS504085	SRX379627	SRR1032937	429	421	5	5	547	538
17774	SRP040472	SRS580314	SRX498588	SRR1201750	156617	122971	131922	113587	10606871	10349214
17775	SRP010181	SRS285157	SRX114792	SRR397137	19011	18265	1140	1118	43532	38683
17776	SRP011546	SRS310977	SRX144386	SRR491007	101102	70029	47023	40559	2181040	2050055
17777	ERP001908	ERS183217	ERX159425	ERR184043	62	7	9	0	365	7
17778	ERP003731	ERS199526	ERX295138	ERR321993	99883	90224	32550	30773	753625	670871
17779	ERP004375	ERS481277	ERX615435	ERR659114	39778	36492	20187	19625	353117	344179
17780	SRP025982	SRS588825	SRX510308	SRR1216078	212474	168793	105556	104074	4116289	4031794
17781	SRP035883	SRS544207	SRX450817	SRR1145643	135392	117373	68159	67471	2483165	2450326
17782	SRP007596	SRS254471	SRX085419	SRR317197	13317	9734	4700	4196	388833	374763
17783	SRP038987	SRS562021	SRX476316	SRR1177127	157531	130182	86996	85965	3275451	3226626
17784	SRP017684	SRS468982	SRX333641	SRR950427	242705	169607	128642	123031	9249484	9068286
17785	SRP034732	SRS519921	SRX399487	SRR1060784	104955	89123	35341	34784	1374311	1344717
17786	ERP000546	ERS025089	ERX011204	ERR030884	139335	123013	101230	96514	6604205	6503256
17787	SRP028528	SRS467267	SRX331728	SRR948115	127250	116774	88976	87814	10351388	10304326
17788	ERP001942	ERS185201	ERX163116	ERR188400	192999	141202	101139	98148	8032073	7867183
17789	SRP042161	SRS617394	SRX549589	SRR1294975	492	0	19	0	799	0
17790	SRP041736	SRS603458	SRX534741	SRR1275056	31434	29087	12000	11799	234467	229156
17791	SRP043043	SRS630571	SRX582012	SRR1363857	142491	122785	68216	67679	1793508	1761522
17792	SRP042286	SRS620750	SRX553457	SRR1299443	111477	94065	40079	39529	662591	631484
17793	ERP003613	ERS326955	ERX288618	ERR315390	184889	149431	95716	94344	2792162	2704291
17794	SRP044668	SRS663227	SRX658067	SRR1521442	214153	164715	108159	106151	4527006	4439615
17795	ERP001942	ERS185346	ERX163054	ERR188135	189229	137713	100834	97660	8791798	8637642
17796	SRP008746	SRS266255	SRX099961	SRR350976	167338	133562	80195	79165	2592704	2539373
17797	SRP025982	SRS443092	SRX303762	SRR898295	204850	163020	107995	106487	4486326	4402487
17798	SRP015764	SRS363220	SRX187130	SRR570438	29791	28402	3216	3191	76079	74269
17799	SRP026126	SRS445966	SRX307106	SRR903254	102184	95326	26602	26518	490161	481009
17800	SRP019272	SRS401311	SRX249222	SRR772578	7	0	3	0	24	0
17801	SRP015013	SRS359239	SRX180575	SRR546553	0	0	0	0	0	0
17802	SRP025982	SRS441495	SRX302166	SRR896699	163331	141124	78266	77722	2031734	1992430
17803	ERP003789	ERS340121	ERX302478	ERR329500	185496	146096	105740	104012	7574466	7491163
17804	SRP019272	SRS401194	SRX249105	SRR772362	6	0	2	0	18	0
17805	SRP040547	SRS582820	SRX501769	SRR1205951	787	546	29	1	1868	583
17806	SRP012461	SRS310725	SRX144094	SRR490331	1654	1548	230	228	7357	7170
17807	SRP006575	SRS190747	SRX059682	SRR191699	4297	2384	533	445	52301	48449
17808	SRP040070	SRS572493	SRX488981	SRR1191953	257509	167158	132999	126819	20446525	20194748
17809	SRP041955	SRS621815	SRX554544	SRR1300797	76772	63830	15755	15369	356007	334142
17810	SRP000941	SRS308396	SRX190118	SRR577580	219743	159935	94057	91664	5159644	5000075
17811	SRP033116	SRS503485	SRX378920	SRR1032138	65	57	48	46	5760	5543
17812	SRP036848	SRS554996	SRX467331	SRR1164891	63645	59225	38155	36901	601737	583685
17813	SRP033647	SRS513469	SRX389729	SRR1046816	299343	165278	128562	118390	9668263	9277677
17814	SRP025982	SRS441640	SRX302310	SRR896843	180554	154798	89956	89292	2375789	2329009
17815	SRP000729	SRS009818	SRX015692	SRR033728	2	0	0	0	5	0
17816	SRP034732	SRS519922	SRX399488	SRR1060785	109069	91775	37404	36815	1408123	1376531
17817	SRP022043	SRS417901	SRX273473	SRR837493	0	0	0	0	0	0
17818	SRP038863	SRS561007	SRX475235	SRR1175185	230019	162054	131457	125880	26022649	25781224
17819	SRP014020	SRS348423	SRX345050	SRR965801	1491	1425	8	4	1934	1592
17820	SRP007605	SRS254654	SRX087126	SRR324682	187657	136021	96060	92980	5484607	5368582
17821	SRP025982	SRS443094	SRX303764	SRR898297	206229	162977	108625	107088	4533810	4447922
17822	SRP002915	SRS085370	SRX023883	SRR060891	0	0	0	0	0	0
17823	SRP000941	SRS004214	SRX007167	SRR020292	26050	25062	5543	5510	150188	147949
17824	SRP017395	SRS474988	SRX208131	SRR628230	5904	3015	1136	930	56952	49701
17825	SRP007641	SRS255165	SRX087921	SRR326279	51	3	2	0	72	3
17826	SRP017788	SRS383509	SRX215395	SRR645770	170214	135808	91236	89401	5062421	4990387
17827	SRP033725	SRS513909	SRX390438	SRR1047828	168643	138922	74800	73606	2248782	2198500
17828	SRP025982	SRS442600	SRX303270	SRR897803	187736	154462	100643	99400	3671778	3603372
17829	SRP011546	SRS310938	SRX144347	SRR490968	121569	82286	89446	70050	6871839	6214356
17830	SRP003754	SRS351980	SRX171072	SRR527587	889	389	120	38	7420	1386
17831	SRP001540	SRS008834	SRX014541	SRR031821	49077	46433	11022	10934	234506	228850
17832	SRP002326	SRS059588	SRX019297	SRR040024	2	0	0	0	2	0
17833	SRP010944	SRS429815	SRX287109	SRR868953	28720	27831	4386	4357	86091	83473
17834	SRP026126	SRS445955	SRX307097	SRR903183	94029	87457	26752	26659	501874	492586
17835	SRP041471	SRS598102	SRX528197	SRR1264222	20077	19328	523	514	29978	29033
17836	SRP026537	SRS454729	SRX317744	SRR925737	165261	133667	101876	97608	6309339	6210016
17837	SRP025982	SRS588803	SRX510286	SRR1216056	209873	167860	103969	102597	3891101	3810475
17838	SRP012015	SRS306689	SRX134852	SRR452328	179677	131564	89713	87304	4759276	4641023
17839	ERP003917	ERS349340	ERX315679	ERR342819	134117	116785	61250	60876	1476476	1450948
17840	ERP000546	ERS025086	ERX011188	ERR030897	145244	124441	118480	108059	7672848	7317725
17841	SRP042620	SRS624392	SRX559848	SRR1313197	227469	168075	119969	117022	8601765	8463809
17842	SRP021048	SRS412331	SRX265069	SRR826661	81281	74935	20940	20815	595847	585959
17843	SRP015640	SRS361633	SRX185041	SRR562646	122526	102878	59194	58559	1342222	1311062
17844	SRP025982	SRS443005	SRX303675	SRR898208	217900	174245	114592	113196	3853181	3777203
17845	SRP003754	SRS352015	SRX171107	SRR527658	19212	14940	2894	2570	100036	51938
17846	SRP041736	SRS603194	SRX534477	SRR1274192	45075	38025	33881	31344	2047945	1990462
17847	SRP019272	SRS401184	SRX249095	SRR772341	3	1	1	0	8	1
17848	ERP001942	ERS185082	ERX163033	ERR188317	215785	148722	111751	107492	10578969	10316377
17849	SRP012656	SRS312076	SRX145886	SRR493958	242994	173637	125388	122031	7130844	6973739
17850	SRP015989	SRS362528	SRX191096	SRR579386	134079	117630	62536	62152	1857688	1833145
17851	SRP041751	SRS603762	SRX535143	SRR1274563	161274	139294	81213	80522	2577077	2540271
17852	ERP001942	ERS185386	ERX179614	ERR204902	157306	127655	86855	85527	4518276	4439352
17853	SRP009840	SRS282482	SRX113717	SRR393834	195950	140006	101384	98138	5786311	5667944
17854	SRP024236	SRS434651	SRX293683	SRR879366	379995	192267	176398	151593	30120355	29399141
17855	SRP027589	SRS463049	SRX326612	SRR941576	139	67	8	1	509	99
17856	SRP017411	SRS378231	SRX208352	SRR628451	1288	994	781	735	19803	18645
17857	SRP028738	SRS469360	SRX334043	SRR950886	30	20	2	0	98	20
17858	ERP001942	ERS185283	ERX163087	ERR188164	190169	141313	102294	99470	8463159	8309882
17859	SRP025982	SRS442311	SRX302981	SRR897514	162658	141473	75154	74591	1678263	1644217
17860	ERP004375	ERS481350	ERX615412	ERR659091	39974	36437	14929	14664	270973	263963
17861	SRP001540	SRS008966	SRX014673	SRR031953	51834	49261	10970	10894	221339	216544
17862	SRP041736	SRS603219	SRX534502	SRR1274242	22434	17317	15829	14733	1802231	1723767
17863	SRP008225	SRS261148	SRX097271	SRR345213	135403	118483	54749	54281	1241633	1216188
17864	SRP003754	SRS351989	SRX171081	SRR527606	1379	807	78	12	8303	1321
17865	SRP015725	SRS362325	SRX186169	SRR567643	102	59	8	1	408	69
17866	SRP010350	SRS287183	SRX116029	SRR399305	518	358	40	38	1239	1039
17867	SRP030628	SRS488263	SRX361121	SRR1004286	146090	128595	59264	58870	1439461	1413714
17868	SRP029899	SRS479552	SRX348810	SRR976744	246984	161869	122648	113940	16615844	16304407
17869	SRP033135	SRS504118	SRX379660	SRR1032970	40204	36975	25288	24322	1120096	1097287
17870	SRP032743	SRS499103	SRX373748	SRR1025512	162515	130511	81373	79690	3321497	3242644
17871	SRP026597	SRS455360	SRX318427	SRR926658	75960	70502	20278	20138	440824	422217
17872	ERP001942	ERS185347	ERX162870	ERR188061	200283	146129	107432	104432	7671161	7513607
17873	ERP001344	ERS092702	ERX286299	ERR313151	221930	85622	47409	33467	3331889	2817201
17874	SRP033135	SRS504097	SRX379639	SRR1032949	246	241	2	2	317	310
17875	SRP021478	SRS415861	SRX271432	SRR833731	204561	140778	109725	98499	18769794	18449748
17876	SRP044187	SRS655790	SRX648511	SRR1509737	110170	99025	48573	48231	1447099	1425982
17877	SRP023262	SRS429698	SRX286934	SRR868807	2674	1757	278	247	12157	10649
17878	SRP044391	SRS661458	SRX655513	SRR1518363	144511	123649	73754	73149	2154221	2120532
17879	SRP022043	SRS417898	SRX273470	SRR837490	2	0	0	0	2	0
17880	SRP041736	SRS603379	SRX534662	SRR1275185	10268	6475	4442	4180	83900	76745
17881	SRP015668	SRS361727	SRX185233	SRR563538	5250	4257	984	952	26589	24122
17882	SRP007525	SRS362055	SRX185900	SRR567150	67078	63894	14236	14190	253721	249040
17883	SRP040472	SRS580325	SRX498621	SRR1201781	159870	126269	109249	102057	5600884	5462126
17884	SRP025982	SRS442749	SRX303419	SRR897952	198929	164702	104028	103032	3336967	3274518
17885	ERP004375	ERS481262	ERX615324	ERR659003	36899	34185	15520	15151	262163	255382
17886	SRP041736	SRS603460	SRX534743	SRR1275060	28024	25993	10299	10098	180460	175725
17887	SRP032775	SRS500056	SRX374688	SRR1027008	164997	119801	74533	72186	2892647	2803539
17888	SRP020492	SRS407140	SRX259503	SRR805793	133976	115892	60336	59805	1293504	1263920
17889	SRP010181	SRS285187	SRX114822	SRR396951	34148	32738	1608	1572	66135	61522
17890	ERP006028	ERS475523	ERX491508	ERR526304	138884	119402	71182	70678	1928851	1897155
17891	SRP025982	SRS442738	SRX303408	SRR897941	205642	167766	109079	107928	3742283	3672013
17892	SRP035988	SRS544669	SRX451457	SRR1146234	185234	152711	101438	99592	5373207	5266899
17893	SRP041736	SRS603251	SRX534534	SRR1274307	2	1	0	0	2	1
17894	SRP041471	SRS598096	SRX528191	SRR1264090	7990	7651	64	55	11885	10048
17895	SRP019248	SRS400661	SRX248548	SRR771539	1	0	0	0	1	0
17896	SRP001540	SRS008895	SRX014602	SRR031882	78171	72279	22395	22247	464394	451559
17897	SRP007825	SRS257325	SRX091744	SRR330906	228	140	9	1	344	180
17898	SRP025982	SRS442694	SRX303364	SRR897897	195025	159899	102010	100656	3239016	3175621
17899	SRP019250	SRS400675	SRX248562	SRR771553	502928	202683	207848	164468	64151227	62958433
17900	SRP026126	SRS445943	SRX307084	SRR903076	56308	51848	13059	12929	210229	203237
